date,precipitation_sum_open,temperature_2m_mean_open,temperature_2m_max_open,temperature_2m_min_open,relative_humidity_2m_mean_open,precipitation_sum_nasa,temperature_2m_mean_nasa,temperature_2m_max_nasa,temperature_2m_min_nasa,relative_humidity_2m_mean_nasa,year,month,season
1994-10-28,0.0,15.850000000000001,22.975,9.8,67.0,0.0,19.89,27.33,14.61,46.64,1994,10,Post-monsoon
1994-10-29,0.0,15.275,22.6,9.075,65.5,0.0,18.47,26.55,12.21,44.01,1994,10,Post-monsoon
1994-10-30,0.0,15.075,22.65,8.600000000000001,64.75,0.01,18.4,27.07,12.83,40.56,1994,10,Post-monsoon
1994-10-31,0.0,15.075,23.0,8.275,64.25,0.0,18.76,27.86,11.88,38.36,1994,10,Post-monsoon
1994-11-01,0.0,15.55,23.1,8.325,63.0,0.0,18.5,27.64,10.72,37.41,1994,11,Post-monsoon
1994-11-02,0.0,16.325,23.45,9.925,64.25,0.0,20.08,27.93,13.42,37.27,1994,11,Post-monsoon
1994-11-03,0.1,15.55,21.275,10.5,70.5,0.0,19.31,26.61,13.61,45.08,1994,11,Post-monsoon
1994-11-04,0.0,15.7,22.35,9.9,68.25,0.0,18.28,26.86,12.08,48.93,1994,11,Post-monsoon
1994-11-05,0.0,15.649999999999999,23.025,9.725,67.0,0.02,19.2,27.96,13.54,46.13,1994,11,Post-monsoon
1994-11-06,0.0,15.675,23.625,9.075,65.0,0.01,19.34,27.85,13.2,44.36,1994,11,Post-monsoon
1994-11-07,0.0,15.4,22.849999999999998,9.175,66.25,0.0,18.42,26.65,13.28,46.5,1994,11,Post-monsoon
1994-11-08,0.0,15.6,22.725,9.125,66.0,0.0,18.74,27.47,12.04,45.55,1994,11,Post-monsoon
1994-11-09,0.0,16.075000000000003,23.125,10.25,71.25,0.0,19.55,27.24,13.82,43.54,1994,11,Post-monsoon
1994-11-10,0.0,16.3,22.825,10.6,73.75,0.0,19.49,26.76,14.99,46.98,1994,11,Post-monsoon
1994-11-11,0.9,16.15,22.0,11.525,73.0,0.0,19.12,25.25,15.16,51.73,1994,11,Post-monsoon
1994-11-12,0.0,15.425,21.95,9.875,71.0,0.0,17.79,25.95,11.98,52.76,1994,11,Post-monsoon
1994-11-13,0.0,15.25,22.1,9.85,66.5,0.6,17.58,26.72,10.97,49.94,1994,11,Post-monsoon
1994-11-14,0.0,14.525,21.9,8.775,65.25,0.0,18.4,26.61,12.64,43.41,1994,11,Post-monsoon
1994-11-15,0.0,14.1,21.775,7.875,64.25,0.0,17.39,26.22,10.36,40.8,1994,11,Post-monsoon
1994-11-16,0.0,13.475,21.375,7.325,64.75,0.0,17.44,25.89,9.89,39.04,1994,11,Post-monsoon
1994-11-17,0.0,13.4,20.825,7.125,64.5,0.0,16.7,25.26,10.38,39.98,1994,11,Post-monsoon
1994-11-18,0.0,13.675,20.95,7.85,63.25,0.0,17.24,25.67,9.71,39.32,1994,11,Post-monsoon
1994-11-19,0.0,13.850000000000001,21.25,7.825,64.75,0.0,17.89,25.81,12.72,39.88,1994,11,Post-monsoon
1994-11-20,0.0,13.674999999999999,20.8,7.9,67.5,0.0,17.52,25.06,11.35,44.76,1994,11,Post-monsoon
1994-11-21,0.0,13.6,21.349999999999998,7.75,66.75,0.0,17.29,25.24,11.51,45.17,1994,11,Post-monsoon
1994-11-22,0.0,13.375,21.2,7.475,63.75,0.07,16.26,25.08,11.07,45.03,1994,11,Post-monsoon
1994-11-23,0.0,13.65,21.325,7.25,63.5,0.0,16.47,25.31,10.22,38.82,1994,11,Post-monsoon
1994-11-24,0.0,14.100000000000001,21.0,8.55,64.75,0.0,15.69,22.34,10.51,41.55,1994,11,Post-monsoon
1994-11-25,0.0,13.75,20.825,8.075,69.25,0.0,17.06,25.04,9.98,36.3,1994,11,Post-monsoon
1994-11-26,0.0,13.675,20.425,8.049999999999999,70.5,0.0,16.38,23.81,11.62,38.26,1994,11,Post-monsoon
1994-11-27,0.0,13.875,20.375,8.35,72.25,0.0,16.93,24.97,11.82,36.59,1994,11,Post-monsoon
1994-11-28,0.0,14.075,21.325,8.35,69.75,0.0,16.91,24.91,11.19,36.3,1994,11,Post-monsoon
1994-11-29,0.0,13.3,20.625,7.65,69.5,0.0,15.56,24.95,9.24,37.84,1994,11,Post-monsoon
1994-11-30,0.0,12.975,20.4,6.875,65.5,0.0,16.03,25.13,8.91,30.01,1994,11,Post-monsoon
1994-12-01,0.0,13.3,20.425,7.025,68.25,0.0,16.55,24.69,9.91,28.58,1994,12,DJF
1994-12-02,0.0,13.1,20.225,7.475,69.0,0.0,17.49,24.67,12.39,24.81,1994,12,DJF
1994-12-03,0.0,12.75,19.75,7.15,72.75,0.0,15.78,24.32,9.05,28.93,1994,12,DJF
1994-12-04,0.0,12.8,19.85,6.825,72.75,0.0,15.94,24.96,9.14,30.51,1994,12,DJF
1994-12-05,2.5,14.1,20.275,7.275,68.0,0.0,17.62,25.25,13.51,30.77,1994,12,DJF
1994-12-06,15.4,12.975,15.425,11.05,86.75,2.51,14.1,16.8,11.7,65.07,1994,12,DJF
1994-12-07,26.049999999999997,13.2,14.675,10.85,91.25,5.32,14.28,16.34,13.08,68.08,1994,12,DJF
1994-12-08,2.15,11.525,16.05,6.525,85.0,17.74,12.84,19.7,4.82,67.94,1994,12,DJF
1994-12-09,0.05,9.175,14.175,5.425,77.25,0.62,10.5,19.31,4.56,47.55,1994,12,DJF
1994-12-10,0.0,8.9,14.775,4.0,70.75,2.45,9.94,18.49,4.11,50.55,1994,12,DJF
1994-12-11,0.0,7.625,14.725,1.85,67.0,0.01,9.65,19.6,3.03,44.85,1994,12,DJF
1994-12-12,0.0,8.85,14.925,0.85,64.0,0.0,9.56,19.29,2.1,37.78,1994,12,DJF
1994-12-13,0.0,8.55,16.125,2.65,68.75,0.0,11.65,21.2,5.0,43.41,1994,12,DJF
1994-12-14,0.0,8.975,15.95,2.425,70.25,0.0,12.14,20.44,5.35,38.99,1994,12,DJF
1994-12-15,0.0,8.55,15.925,2.95,69.5,0.0,10.73,20.1,5.0,42.37,1994,12,DJF
1994-12-16,0.0,8.35,16.175,1.825,65.25,0.0,11.36,21.01,4.23,36.61,1994,12,DJF
1994-12-17,0.0,8.45,15.75,2.4000000000000004,65.5,0.0,11.31,18.66,5.13,36.15,1994,12,DJF
1994-12-18,0.0,8.425,16.075,2.3,69.0,0.0,11.89,20.37,6.66,36.44,1994,12,DJF
1994-12-19,0.0,8.625,16.125,2.525,67.0,0.0,11.75,20.52,5.5,36.72,1994,12,DJF
1994-12-20,0.0,8.525,16.425,2.375,66.5,0.0,11.39,20.01,4.01,37.55,1994,12,DJF
1994-12-21,2.2,9.85,15.8,1.8,64.25,0.0,11.68,20.03,4.31,42.34,1994,12,DJF
1994-12-22,2.4000000000000004,9.975,14.35,6.5,74.25,0.3,12.11,19.22,7.99,54.59,1994,12,DJF
1994-12-23,0.6499999999999999,9.45,14.025,5.9,82.5,2.16,12.1,19.32,7.51,60.71,1994,12,DJF
1994-12-24,2.3,8.9,13.675,4.55,83.75,0.88,10.75,18.17,6.65,65.61,1994,12,DJF
1994-12-25,1.65,9.75,14.8,3.7,75.5,0.32,10.72,18.82,4.94,60.02,1994,12,DJF
1994-12-26,5.1,9.875,14.1,5.05,77.75,4.53,9.33,11.42,7.57,79.58,1994,12,DJF
1994-12-27,19.85,9.45,11.275,8.225,88.75,0.61,8.89,10.42,7.62,89.93,1994,12,DJF
1994-12-28,15.4,7.075,10.425,2.1750000000000003,90.5,10.0,10.32,13.96,7.59,84.04,1994,12,DJF
1994-12-29,0.0,5.925,11.75,0.975,79.0,14.67,8.36,13.95,3.51,72.46,1994,12,DJF
1994-12-30,0.0,5.1,12.35,-0.525,70.0,5.86,6.77,15.79,1.26,57.92,1994,12,DJF
1994-12-31,0.0,4.825,13.175,-1.7,64.75,0.0,7.01,17.16,-0.13,39.41,1994,12,DJF
1995-01-01,0.0,5.325,13.475,-1.45,62.25,0.0,6.93,17.53,-0.31,39.46,1995,1,DJF
1995-01-02,0.9500000000000001,6.6,11.475,0.95,61.5,0.0,7.78,14.68,2.37,39.91,1995,1,DJF
1995-01-03,0.15,7.25,14.15,1.925,67.75,0.0,9.61,17.53,4.72,43.75,1995,1,DJF
1995-01-04,0.0,7.75,15.2,1.05,66.75,0.01,9.96,19.1,2.72,45.38,1995,1,DJF
1995-01-05,0.0,7.6499999999999995,15.025,1.425,62.75,0.02,10.63,19.06,6.2,47.82,1995,1,DJF
1995-01-06,0.0,6.9,15.5,0.32499999999999996,62.5,0.0,11.16,20.79,3.82,42.59,1995,1,DJF
1995-01-07,0.0,7.175,15.225,0.475,64.0,0.0,11.65,19.54,4.83,38.56,1995,1,DJF
1995-01-08,0.0,8.275,14.5,1.4,64.25,0.0,11.21,18.72,6.7,45.73,1995,1,DJF
1995-01-09,5.7,6.875,9.5,5.125,86.25,0.18,8.79,13.01,6.09,75.64,1995,1,DJF
1995-01-10,0.0,6.825,11.45,1.725,81.0,18.75,8.27,12.32,4.0,80.67,1995,1,DJF
1995-01-11,0.0,5.875,13.4,0.09999999999999999,68.25,0.0,8.95,17.94,3.3,57.86,1995,1,DJF
1995-01-12,0.0,5.9,13.775,-0.775,63.0,0.0,10.91,17.85,5.85,40.48,1995,1,DJF
1995-01-13,0.0,6.025,13.3,0.07500000000000002,61.0,0.62,10.56,16.89,5.11,45.89,1995,1,DJF
1995-01-14,1.05,7.225,13.100000000000001,-0.17500000000000002,63.0,16.72,7.18,13.8,3.48,64.33,1995,1,DJF
1995-01-15,3.5,5.45,8.174999999999999,3.125,87.5,0.02,6.78,14.05,1.38,78.11,1995,1,DJF
1995-01-16,0.0,5.025,9.975000000000001,-0.575,80.0,1.99,6.65,11.41,3.07,76.95,1995,1,DJF
1995-01-17,0.0,5.125,12.0,-1.3,71.75,0.07,7.49,15.43,2.32,62.45,1995,1,DJF
1995-01-18,0.0,6.45,12.625,-0.95,64.5,0.77,8.83,16.33,3.29,48.9,1995,1,DJF
1995-01-19,0.0,7.675,15.15,1.225,65.0,0.22,9.73,15.33,5.29,56.85,1995,1,DJF
1995-01-20,0.0,6.8,14.15,0.625,70.0,0.08,9.76,17.26,3.79,58.55,1995,1,DJF
1995-01-21,0.0,6.025,12.85,0.12499999999999999,67.25,0.01,9.78,17.52,4.68,48.94,1995,1,DJF
1995-01-22,0.0,5.0,13.1,-1.25,63.0,0.04,7.67,17.31,0.66,43.67,1995,1,DJF
1995-01-23,0.0,6.15,12.95,-2.025,60.5,0.19,7.76,15.24,0.63,41.81,1995,1,DJF
1995-01-24,0.0,6.225,14.15,-0.25,63.5,0.0,9.6,18.59,2.84,43.43,1995,1,DJF
1995-01-25,0.0,7.125,14.675,-0.175,62.5,0.0,10.55,18.19,2.93,42.17,1995,1,DJF
1995-01-26,0.0,9.1,15.8,0.8500000000000001,59.75,0.0,10.0,17.3,3.4,50.71,1995,1,DJF
1995-01-27,0.15000000000000002,9.350000000000001,15.425,4.05,62.0,0.0,12.22,18.81,7.62,53.27,1995,1,DJF
1995-01-28,0.0,9.55,16.8,3.225,69.25,0.0,11.99,19.65,6.4,55.26,1995,1,DJF
1995-01-29,0.0,9.225,16.9,2.975,67.25,0.02,11.84,20.42,6.69,52.56,1995,1,DJF
1995-01-30,0.0,9.05,17.325,2.0,63.25,0.0,11.91,21.21,4.65,42.77,1995,1,DJF
1995-01-31,0.0,9.25,17.55,2.3,62.75,0.0,12.09,21.38,3.8,37.22,1995,1,DJF
1995-02-01,0.0,9.225,17.325,2.1,63.5,0.0,12.7,21.72,6.59,37.88,1995,2,DJF
1995-02-02,0.0,9.925,16.75,3.075,64.0,0.0,13.23,19.61,8.37,39.78,1995,2,DJF
1995-02-03,0.0,10.225,16.95,3.9,64.25,0.0,13.28,20.46,8.33,41.0,1995,2,DJF
1995-02-04,0.0,10.125,17.325000000000003,3.725,64.5,0.0,13.12,20.87,6.61,41.07,1995,2,DJF
1995-02-05,0.0,9.775,17.75,2.375,60.0,0.0,13.06,22.96,6.5,43.13,1995,2,DJF
1995-02-06,0.0,11.15,18.75,2.875,56.5,0.0,13.3,22.9,5.71,43.69,1995,2,DJF
1995-02-07,0.0,11.9,17.6,6.75,59.25,0.0,15.09,22.76,9.91,51.1,1995,2,DJF
1995-02-08,0.0,12.4,19.525,6.65,70.0,0.16,15.74,23.41,10.24,58.68,1995,2,DJF
1995-02-09,0.0,13.575000000000001,19.3,6.2,65.5,0.0,15.91,21.82,12.0,55.72,1995,2,DJF
1995-02-10,13.15,13.85,17.6,10.025,74.5,0.06,16.93,23.13,12.05,59.94,1995,2,DJF
1995-02-11,50.3,12.5,15.325,10.875,90.5,1.33,13.46,16.46,9.7,79.91,1995,2,DJF
1995-02-12,6.95,11.2,15.325,7.074999999999999,87.75,13.66,12.82,18.16,8.32,78.02,1995,2,DJF
1995-02-13,0.2,12.4,18.325,6.425,71.75,2.08,13.79,21.26,6.66,61.62,1995,2,DJF
1995-02-14,2.7,10.7,14.6,8.25,79.5,3.58,11.33,13.77,8.68,81.06,1995,2,DJF
1995-02-15,0.0,10.675,16.075,5.4,75.5,38.23,12.05,18.1,7.33,72.39,1995,2,DJF
1995-02-16,6.6,11.525,16.9,4.875,72.25,0.0,12.08,19.54,4.63,55.16,1995,2,DJF
1995-02-17,13.25,10.275,15.275,6.625,80.25,0.04,13.02,20.19,8.22,55.4,1995,2,DJF
1995-02-18,9.25,7.775,11.775,2.3,83.75,10.18,11.07,16.89,6.38,60.6,1995,2,DJF
1995-02-19,0.15,7.45,13.7,1.6,71.5,3.75,10.38,18.49,4.21,50.3,1995,2,DJF
1995-02-20,0.0,7.15,14.425,0.7,59.5,0.3,9.7,18.69,3.04,48.62,1995,2,DJF
1995-02-21,0.0,8.65,15.375,-0.15000000000000002,57.5,0.64,10.09,18.56,3.55,45.13,1995,2,DJF
1995-02-22,0.0,8.8,15.3,2.775,59.75,0.0,11.12,17.55,5.74,46.8,1995,2,DJF
1995-02-23,0.0,8.25,15.0,2.025,70.0,0.0,10.63,18.07,2.74,53.12,1995,2,DJF
1995-02-24,0.0,8.924999999999999,15.8,2.325,65.25,0.0,11.88,19.12,6.49,47.88,1995,2,DJF
1995-02-25,0.0,8.225,12.575,3.8499999999999996,66.5,0.06,12.33,19.23,5.5,42.91,1995,2,DJF
1995-02-26,10.25,10.55,15.3,3.675,71.25,0.0,12.26,19.52,6.03,54.28,1995,2,DJF
1995-02-27,26.35,8.575,12.1,4.775,87.5,10.17,10.29,14.56,4.61,77.78,1995,2,DJF
1995-02-28,0.4,7.75,12.95,2.225,72.5,0.24,9.17,17.92,2.04,55.26,1995,2,DJF
1995-03-01,0.0,8.6,15.775,1.325,63.25,1.76,10.3,19.11,3.23,45.5,1995,3,MAM
1995-03-02,0.0,9.25,16.525,1.625,58.5,0.07,12.95,21.24,6.63,39.22,1995,3,MAM
1995-03-03,0.0,10.0,17.75,1.95,60.5,0.0,13.5,21.15,5.4,38.34,1995,3,MAM
1995-03-04,0.0,10.15,17.825,2.4,59.5,0.0,13.87,22.01,6.01,40.37,1995,3,MAM
1995-03-05,0.0,10.7,17.9,3.05,64.0,0.0,13.88,21.79,7.35,40.87,1995,3,MAM
1995-03-06,0.0,11.275,18.425,3.8,65.25,0.0,14.67,22.17,5.96,40.96,1995,3,MAM
1995-03-07,0.30000000000000004,11.9,18.225,5.45,65.5,0.0,15.36,22.64,9.12,41.77,1995,3,MAM
1995-03-08,4.25,10.375,15.4,5.575,76.25,0.05,14.71,22.06,7.45,44.2,1995,3,MAM
1995-03-09,0.6000000000000001,10.4,16.2,4.574999999999999,68.75,0.03,12.93,21.2,6.02,46.61,1995,3,MAM
1995-03-10,0.0,10.3,17.075,3.525,67.0,0.53,14.23,21.77,7.11,39.69,1995,3,MAM
1995-03-11,0.0,11.4,18.175,3.4250000000000003,58.0,0.03,14.12,22.03,6.2,44.08,1995,3,MAM
1995-03-12,0.0,11.575,18.675,4.35,58.0,0.14,15.04,22.33,9.81,43.76,1995,3,MAM
1995-03-13,0.0,11.65,19.125,4.375,57.75,0.0,15.3,23.2,7.85,44.61,1995,3,MAM
1995-03-14,0.0,12.674999999999999,20.925,3.475,55.5,0.0,15.91,24.89,7.19,42.22,1995,3,MAM
1995-03-15,0.4,13.6,19.1,7.725,62.25,0.0,17.11,23.9,11.85,40.48,1995,3,MAM
1995-03-16,0.9,14.4,20.675,9.075,65.25,0.0,17.52,26.49,10.99,47.8,1995,3,MAM
1995-03-17,0.0,16.05,23.200000000000003,8.475,66.0,0.15,19.88,28.06,11.53,43.79,1995,3,MAM
1995-03-18,0.1,17.775,23.474999999999998,9.625,65.0,0.23,18.68,25.18,12.33,50.06,1995,3,MAM
1995-03-19,2.35,15.525,19.5,11.075,74.5,0.02,19.64,24.59,13.81,52.39,1995,3,MAM
1995-03-20,0.0,16.475,22.875,10.75,69.0,0.0,19.21,27.84,12.11,53.94,1995,3,MAM
1995-03-21,1.4,18.575,24.75,10.05,63.0,0.08,20.93,29.81,13.45,48.41,1995,3,MAM
1995-03-22,3.55,18.275,23.3,14.375,72.75,0.14,22.23,29.78,16.36,53.88,1995,3,MAM
1995-03-23,9.4,18.15,22.3,14.45,77.0,1.75,20.9,28.03,16.89,64.06,1995,3,MAM
1995-03-24,35.95,15.475,18.125,13.675,82.75,7.15,18.36,20.67,16.67,79.59,1995,3,MAM
1995-03-25,42.65,15.0,17.075,13.325,90.25,7.61,20.32,26.63,15.62,68.26,1995,3,MAM
1995-03-26,0.7,15.825,20.2,11.1,83.25,11.04,18.48,23.62,14.54,69.27,1995,3,MAM
1995-03-27,11.05,17.575,22.65,10.575,73.25,0.83,17.72,23.34,12.74,64.71,1995,3,MAM
1995-03-28,51.650000000000006,14.15,16.375,12.175,86.75,44.0,15.74,19.06,12.13,82.13,1995,3,MAM
1995-03-29,19.0,13.15,17.15,9.65,84.5,7.95,16.24,22.24,10.69,70.37,1995,3,MAM
1995-03-30,3.1,13.625,19.625,8.25,78.0,18.73,16.13,22.72,9.12,56.59,1995,3,MAM
1995-03-31,1.3,13.9,19.575,8.049999999999999,71.5,0.12,17.38,24.26,10.11,51.85,1995,3,MAM
1995-04-01,0.0,13.975,20.474999999999998,7.4,65.0,0.87,16.33,22.88,10.07,54.08,1995,4,MAM
1995-04-02,0.0,14.6,21.325,6.975,58.75,4.74,16.34,24.05,8.33,51.53,1995,4,MAM
1995-04-03,0.0,15.3,22.325,6.85,57.75,0.0,17.86,25.26,9.1,47.02,1995,4,MAM
1995-04-04,0.0,15.275,22.5,7.2,57.75,0.02,17.48,24.67,9.3,49.72,1995,4,MAM
1995-04-05,0.0,16.775,23.375,8.475,60.0,0.97,18.87,26.1,10.77,45.48,1995,4,MAM
1995-04-06,0.0,16.975,22.875,10.7,60.5,0.1,19.77,27.15,11.41,47.78,1995,4,MAM
1995-04-07,0.3,18.375,24.45,10.35,61.25,0.0,19.45,25.91,13.03,51.49,1995,4,MAM
1995-04-08,13.8,17.45,21.675,13.9,72.25,0.0,20.38,27.61,14.66,52.84,1995,4,MAM
1995-04-09,27.35,16.725,21.85,13.8,82.0,2.41,21.21,29.89,13.13,50.89,1995,4,MAM
1995-04-10,4.449999999999999,17.05,22.05,12.05,73.5,11.91,19.64,25.85,13.42,62.64,1995,4,MAM
1995-04-11,6.2,15.45,21.925,10.275,78.25,0.02,21.26,28.28,14.61,50.63,1995,4,MAM
1995-04-12,0.0,17.15,23.1,9.8,66.0,0.07,19.95,27.2,13.06,53.64,1995,4,MAM
1995-04-13,0.0,18.425,25.25,10.525,66.25,15.32,20.91,28.5,12.67,48.09,1995,4,MAM
1995-04-14,0.35,19.775,25.925,12.0,68.0,0.0,20.25,26.51,13.93,48.98,1995,4,MAM
1995-04-15,1.1,18.4,22.775,13.925,67.5,1.27,20.04,26.65,15.76,53.86,1995,4,MAM
1995-04-16,0.35,20.025,25.325,13.2,67.5,0.09,21.06,29.34,13.78,52.95,1995,4,MAM
1995-04-17,34.0,19.075,24.925,15.475,76.0,2.76,21.05,29.17,15.07,58.88,1995,4,MAM
1995-04-18,17.9,17.4,22.525,14.600000000000001,85.25,37.1,20.86,26.95,16.14,63.81,1995,4,MAM
1995-04-19,1.05,17.925,22.025,14.325,78.25,32.06,19.86,24.99,14.86,68.09,1995,4,MAM
1995-04-20,0.0,19.4,25.2,13.325,67.5,0.52,20.77,26.38,14.29,61.87,1995,4,MAM
1995-04-21,9.75,18.75,23.6,12.725,70.0,0.39,22.07,27.76,15.6,58.39,1995,4,MAM
1995-04-22,7.25,18.95,22.85,15.35,76.25,3.36,22.14,27.3,17.84,60.09,1995,4,MAM
1995-04-23,5.449999999999999,18.775,23.575,14.35,82.75,6.88,20.43,24.79,16.99,69.46,1995,4,MAM
1995-04-24,0.25,20.6,25.225,14.05,77.25,0.94,22.59,28.83,15.67,65.64,1995,4,MAM
1995-04-25,5.8999999999999995,20.925,25.975,16.075,74.25,0.82,23.32,27.47,19.07,65.36,1995,4,MAM
1995-04-26,8.35,20.35,25.375,15.925,76.25,0.46,21.49,27.34,17.59,68.22,1995,4,MAM
1995-04-27,1.8,20.775,26.175,16.075,72.5,0.13,22.65,29.49,15.99,58.5,1995,4,MAM
1995-04-28,0.0,22.45,28.2,15.950000000000001,66.75,1.8,23.68,30.56,17.44,56.96,1995,4,MAM
1995-04-29,0.75,21.025,26.225,16.275,66.25,0.04,24.21,30.38,18.23,57.3,1995,4,MAM
1995-04-30,1.1,20.875,26.625,15.425,68.0,2.15,24.32,30.54,18.71,55.21,1995,4,MAM
1995-05-01,1.3,21.6,27.875,15.0,67.5,0.0,24.54,30.18,17.9,50.53,1995,5,MAM
1995-05-02,0.44999999999999996,22.15,28.8,15.075,64.75,0.01,25.63,31.84,18.33,48.92,1995,5,MAM
1995-05-03,0.0,22.575,29.275000000000002,15.4,63.75,0.03,26.23,33.52,19.17,46.26,1995,5,MAM
1995-05-04,0.0,23.15,30.2,15.25,62.75,0.0,26.27,33.88,17.96,45.13,1995,5,MAM
1995-05-05,0.0,24.15,31.25,16.125,60.75,0.0,27.29,35.78,18.63,44.43,1995,5,MAM
1995-05-06,0.0,25.1,32.45,16.75,59.75,0.0,28.66,36.6,19.86,40.28,1995,5,MAM
1995-05-07,0.0,25.925,33.275000000000006,17.275000000000002,59.5,0.0,28.84,37.46,19.74,40.66,1995,5,MAM
1995-05-08,0.0,26.725,33.825,18.575,60.25,0.0,30.16,38.89,20.78,39.07,1995,5,MAM
1995-05-09,0.0,27.4,34.85,19.1,58.75,0.0,30.58,39.21,22.9,38.78,1995,5,MAM
1995-05-10,0.0,28.200000000000003,35.425,19.75,54.0,0.0,30.67,39.68,22.25,39.06,1995,5,MAM
1995-05-11,0.0,27.925,33.65,20.6,57.75,0.71,29.96,37.79,22.47,41.99,1995,5,MAM
1995-05-12,0.0,27.4,33.85,20.75,55.0,0.09,29.64,37.9,21.71,44.14,1995,5,MAM
1995-05-13,0.0,27.55,34.7,20.075,52.75,0.8,30.66,39.64,22.44,39.76,1995,5,MAM
1995-05-14,0.0,27.45,35.475,19.35,47.5,0.0,30.78,40.18,22.43,37.27,1995,5,MAM
1995-05-15,0.0,28.599999999999998,36.3,18.95,44.25,0.0,31.27,41.5,21.83,33.37,1995,5,MAM
1995-05-16,0.0,29.65,37.35,20.4,41.75,0.0,31.96,41.41,22.14,31.22,1995,5,MAM
1995-05-17,1.25,29.075000000000003,36.5,22.125,40.75,0.0,32.84,41.27,23.45,31.25,1995,5,MAM
1995-05-18,3.45,26.275,33.175,20.625,54.25,0.0,30.97,38.28,23.73,35.13,1995,5,MAM
1995-05-19,9.7,24.7,30.95,19.4,60.25,3.12,29.4,37.44,22.25,37.98,1995,5,MAM
1995-05-20,1.35,24.825,31.049999999999997,19.525,60.25,6.87,27.93,36.35,19.61,38.68,1995,5,MAM
1995-05-21,1.8,24.45,29.8,18.3,58.5,3.3,27.84,34.9,20.48,37.66,1995,5,MAM
1995-05-22,2.1500000000000004,22.025,26.55,17.875,66.0,2.2,26.61,33.91,20.46,40.5,1995,5,MAM
1995-05-23,0.0,23.450000000000003,28.85,17.6,57.25,1.26,26.04,33.74,18.15,38.39,1995,5,MAM
1995-05-24,0.65,24.35,29.975,18.225,52.0,2.74,27.77,35.93,19.26,37.52,1995,5,MAM
1995-05-25,3.4,21.85,28.425,16.95,61.5,0.25,26.53,34.62,19.28,43.53,1995,5,MAM
1995-05-26,0.0,23.875,30.425,16.6,51.25,4.79,26.68,34.54,18.82,39.63,1995,5,MAM
1995-05-27,0.0,24.85,31.6,17.325,45.5,1.74,26.88,35.8,19.33,35.61,1995,5,MAM
1995-05-28,0.0,25.675,33.625,16.825000000000003,43.25,0.0,28.14,37.59,18.62,29.34,1995,5,MAM
1995-05-29,0.15,28.15,35.275,17.45,39.75,0.0,30.75,40.17,19.23,25.1,1995,5,MAM
1995-05-30,0.44999999999999996,28.85,35.225,22.425,39.5,0.0,30.94,39.93,21.75,27.86,1995,5,MAM
1995-05-31,0.7,28.875,35.575,22.75,42.75,0.0,31.82,40.91,24.02,29.88,1995,5,MAM
1995-06-01,1.35,28.7,35.4,22.6,47.0,0.0,31.29,38.29,24.48,30.78,1995,6,JJ
1995-06-02,0.25,28.7,34.9,21.9,43.5,0.0,32.16,40.73,24.72,28.22,1995,6,JJ
1995-06-03,0.0,28.625,35.675,20.625,37.75,0.0,31.96,40.68,23.23,24.83,1995,6,JJ
1995-06-04,0.0,29.15,36.925,20.075000000000003,31.25,0.01,31.96,41.42,22.06,17.86,1995,6,JJ
1995-06-05,0.0,30.25,38.224999999999994,20.775,32.25,0.0,33.55,43.27,23.87,14.5,1995,6,JJ
1995-06-06,0.0,31.575,39.724999999999994,21.475,29.5,0.0,35.07,44.43,24.52,14.37,1995,6,JJ
1995-06-07,0.0,32.25,40.55,22.8,30.5,0.0,36.46,45.22,27.28,14.07,1995,6,JJ
1995-06-08,0.0,32.925,40.975,23.2,30.5,0.0,37.72,46.52,26.18,13.35,1995,6,JJ
1995-06-09,0.0,33.475,41.125,25.0,28.0,0.0,38.19,46.38,29.58,11.9,1995,6,JJ
1995-06-10,0.0,33.074999999999996,40.825,24.7,27.75,0.0,37.74,46.41,27.77,12.29,1995,6,JJ
1995-06-11,0.0,33.099999999999994,41.025000000000006,24.05,30.0,0.0,37.93,46.27,29.73,11.1,1995,6,JJ
1995-06-12,0.0,32.95,41.0,23.925,27.75,0.0,37.1,46.59,27.22,10.26,1995,6,JJ
1995-06-13,2.1,32.125,39.8,24.4,39.25,0.0,38.22,46.27,28.11,10.73,1995,6,JJ
1995-06-14,0.0,32.575,39.3,24.1,38.5,0.0,37.78,45.49,29.96,14.32,1995,6,JJ
1995-06-15,0.0,33.3,41.225,24.15,32.25,0.0,38.09,46.8,28.22,12.6,1995,6,JJ
1995-06-16,0.0,34.05,42.099999999999994,24.8,30.75,0.24,38.15,46.86,28.88,14.1,1995,6,JJ
1995-06-17,0.0,34.525,41.400000000000006,25.25,31.0,0.0,38.74,47.26,28.98,11.97,1995,6,JJ
1995-06-18,0.65,33.675,39.6,28.1,37.25,0.0,37.32,46.59,27.32,15.74,1995,6,JJ
1995-06-19,11.25,29.6,35.8,23.875,60.0,0.0,36.49,43.01,30.37,26.59,1995,6,JJ
1995-06-20,25.7,26.075,30.675,21.65,73.5,11.37,32.98,39.5,27.39,37.9,1995,6,JJ
1995-06-21,40.75,22.15,24.200000000000003,19.8,83.5,9.81,26.28,30.67,23.05,62.03,1995,6,JJ
1995-06-22,1.2000000000000002,24.4,29.125,19.65,69.25,0.24,27.91,34.19,21.52,52.1,1995,6,JJ
1995-06-23,0.0,25.4,29.85,20.225,65.0,1.69,29.36,35.07,22.15,44.43,1995,6,JJ
